ZONA PORTUARIA               ,SOCIEDAD PORTUARIA,TIPO DE SERVICIO,TIPO DE CARGA,EXPORTACION,IMPORTACIÓN,TRANSBORDO,TRANSITO INTERNACIONAL,FLUVIAL,CABOTAJE,MOVILIZACIONES A BORDO,TRANSITORIA,AÑO VIGENCIA,MES VIGENCIA
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,GENERAL,0,3,143,0,0,0,0,0,2022,5
TURBO,PORTUARIA PUNTA DE VACA S.A.,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,1276,0,0,2018,12
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,CONTENEDORES,60448,121419,408652,0,0,2698,0,0,2024,1
CARTAGENA,ECOPETROL S.A.,PRIVADO,GRANEL LIQUIDO,202430,145039,0,0,0,191509,0,0,2021,3
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,CONTENEDORES,46389,74145,0,206,0,0,0,0,2018,12
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CONTENEDORES,0,1353,0,0,0,0,0,0,2018,1
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,51158,0,0,0,0,0,0,2018,2
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CONTENEDORES,0,24552,307,0,0,0,0,0,2019,3
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,CONTENEDORES,0,0,0,0,0,5791,0,0,2024,9
BARRANQUILLA,PORTMAGDALENA S.A.,PUBLICO,GRANEL LIQUIDO,32091,10790,0,0,0,34810,0,0,2023,9
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,90,22496,2,0,0,0,0,0,2019,12
CARTAGENA,ALGRANEL S.A.,PUBLICO,GRANEL LIQUIDO,1261,4154,0,0,0,0,0,0,2019,12
G. MORROSQUILLO,OLEODUCTO CENTRAL S.A.,PUBLICO,GRANEL LIQUIDO,1086028,0,0,0,0,0,0,0,2022,10
CIENAGA,SOCIEDAD PORTUARIA PUERTO NUEVO S.A.,PUBLICO,CARBON AL GRANEL,398000,0,0,0,0,0,0,0,2023,8
BARRANQUILLA,PORTMAGDALENA S.A.,PUBLICO,GRANEL LIQUIDO,36799,10433,0,0,2213,25067,0,0,2023,10
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,0,9776,0,0,0,0,0,0,2018,3
CIENAGA,SOCIEDAD PORTUARIA PUERTO NUEVO S.A.,PUBLICO,CARBON AL GRANEL,85714,0,0,0,0,0,0,0,2022,2
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,157133,0,0,0,2018,10
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,CONTENEDORES,82886,138887,15439,0,0,0,0,0,2022,3
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL LIQUIDO,0,1305,0,0,0,15037,0,0,2022,2
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,PUBLICO,CONTENEDORES,0,0,0,0,2453,0,0,0,2022,9
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GENERAL,0,21931,0,0,0,0,0,0,2021,3
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,3609,0,0,0,2872,0,0,2021,11
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,GENERAL,5507,17735,794,0,0,0,0,0,2023,5
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,106882,38432,0,0,0,0,0,0,2022,12
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GENERAL,0,96834,19,0,0,0,0,0,2020,2
CARTAGENA,SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.,PUBLICO,GRANEL LIQUIDO,0,62305,0,0,0,0,0,0,2018,4
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL LIQUIDO,0,5531,0,0,0,0,0,0,2018,6
BARRANQUILLA,PORTMAGDALENA S.A.,PUBLICO,GRANEL LIQUIDO,9356,8431,0,0,3683,34116,0,0,2023,1
CARTAGENA,SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.,PUBLICO,GRANEL LIQUIDO,0,54439,0,0,0,0,0,0,2022,9
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GRANEL LIQUIDO,0,6614,0,0,0,0,0,0,2019,10
BUENAVENTURA,GRUPO PORTUARIO S.A,PUBLICO,CARBON AL GRANEL,84551,0,0,0,0,0,0,0,2018,8
BUENAVENTURA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,32098,0,0,0,0,0,0,2021,11
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,10533,0,0,0,0,0,0,2023,9
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CARBON AL GRANEL,227640,0,0,0,0,0,0,0,2018,8
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,CONTENEDORES,43270,73686,0,124,0,0,0,584,2019,6
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,CARBON AL GRANEL,25001,0,0,0,0,0,0,0,2019,5
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,60801,0,0,0,0,0,0,2019,8
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,CONTENEDORES,93409,119921,304424,0,0,19539,0,0,2021,1
CARTAGENA,ECOPETROL S.A.,PRIVADO,GRANEL LIQUIDO,129720,83923,0,0,0,240242,0,0,2021,12
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,CONTENEDORES,0,363,1828,0,0,0,0,0,2022,1
CARTAGENA,OILTANKING COLOMBIA SA,PUBLICO,GRANEL LIQUIDO,0,18107,0,0,0,0,0,0,2024,7
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CONTENEDORES,29725,25937,1049,0,0,34709,0,0,2019,11
SANTA MARTA,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,0,180223,0,0,0,53667,0,0,2020,5
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,36298,0,0,0,0,0,0,2022,9
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GENERAL,31,43139,0,0,0,0,0,0,2018,9
TURBO,C.I. UNI�N DE BANANEROS DE URABA - UNIBAN,PUBLICO,CONTENEDORES,43282,13960,0,0,0,4089,0,0,2018,4
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,PUBLICO,GENERAL,0,0,0,0,0,15796,0,0,2020,1
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,CONTENEDORES,113359,158433,316680,0,0,6528,0,0,2022,8
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,49130,0,0,0,0,0,0,2023,1
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,GRANEL LIQUIDO,649716,25298,0,0,0,0,0,0,2022,6
CARTAGENA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,0,3265,0,0,0,0,0,0,2020,5
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL LIQUIDO,0,20459,0,0,0,0,0,0,2018,5
CARTAGENA,SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.,PUBLICO,GRANEL LIQUIDO,0,19708,0,0,0,0,0,0,2022,11
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,104076,64407,0,0,0,0,0,0,2024,2
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CONTENEDORES,15207,11790,5678,25789,0,0,0,0,2021,3
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,GRANEL LIQUIDO,0,26766,0,0,0,0,0,0,2018,8
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,25998,0,0,0,0,0,0,2020,12
BUENAVENTURA,GRUPO PORTUARIO S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,80967,0,0,0,0,0,0,2019,1
BARRANCABERMEJA,ECOPETROL S.A.,PRIVADO,GRANEL LIQUIDO,0,0,0,0,73746,0,0,0,2019,12
BUENAVENTURA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,109856,0,0,0,0,0,0,2018,12
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,24930,0,0,0,0,0,0,2020,3
CIENAGA,SOCIEDAD PORTUARIA PUERTO NUEVO S.A.,PUBLICO,CARBON AL GRANEL,1562755,0,0,0,0,0,0,0,2018,5
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,0,0,0,0,5571,0,0,2021,10
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CARBON AL GRANEL,1438435,0,0,0,0,0,0,0,2024,7
TURBO,PORTUARIA PUNTA DE VACA S.A.,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,629,0,0,2022,6
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CARBON AL GRANEL,152524,0,0,0,0,0,0,0,2023,4
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CONTENEDORES,0,580,0,0,0,0,0,0,2022,5
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,6990,26690,0,0,0,0,0,0,2022,6
CIENAGA,AMERICAN PORT COMPANY INC,PRIVADO,CARBON AL GRANEL,2315379,0,0,0,0,0,0,0,2022,6
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,GRANEL LIQUIDO,0,27804,0,0,0,0,0,0,2023,6
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GENERAL,727,33946,409,0,0,0,0,0,2020,11
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,PUBLICO,CARBON AL GRANEL,29055,0,0,0,0,0,0,0,2021,5
CIENAGA,SOCIEDAD PORTUARIA PUERTO NUEVO S.A.,PUBLICO,CARBON AL GRANEL,142553,0,0,0,0,0,0,0,2024,9
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,PUBLICO,GRANEL LIQUIDO,8001,1999,0,0,0,0,0,0,2023,3
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GENERAL,1879,875,1,0,0,0,0,0,2020,5
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CARBON AL GRANEL,1751960,0,0,0,0,0,0,0,2023,3
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,8850,0,0,0,0,0,0,2019,7
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,CONTENEDORES,74149,131918,312795,0,0,27353,0,0,2020,2
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,GENERAL,0,0,0,0,0,4498,0,0,2021,1
GUAJIRA,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,PUBLICO,GENERAL,0,2762,0,0,0,0,0,0,2019,2
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,118178,105322,0,0,0,0,0,0,2023,8
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL LIQUIDO,1516,6880,0,0,0,30369,0,0,2023,1
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,CONTENEDORES,40967,68469,9,515,0,552,0,526,2021,4
CARTAGENA,PRIMAX COLOMBIA S.A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,96,0,0,0,2023,7
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,354007,0,0,0,0,0,0,2018,7
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CARBON AL GRANEL,43686,0,0,0,0,0,0,0,2020,2
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CONTENEDORES,68341,29021,189,0,0,19886,0,0,2021,8
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,65420,0,0,0,0,0,0,2019,11
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GENERAL,0,43626,0,0,0,0,0,0,2018,9
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,CONTENEDORES,208511,211346,1254217,0,0,78100,0,0,2023,10
BUENAVENTURA,GRUPO PORTUARIO S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,54415,0,0,0,0,0,0,2023,7
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GENERAL,62,9036,1123,0,0,0,0,0,2020,10
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,24821,0,0,0,0,0,0,2023,10
TURBO,C.I. UNI�N DE BANANEROS DE URABA - UNIBAN,PUBLICO,GENERAL,6804,97,0,0,0,0,0,0,2019,6
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,7321,0,0,0,0,0,0,2018,12
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,CONTENEDORES,508,2863,0,0,0,7128,0,0,2019,8
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,75262,0,0,0,0,0,0,0,2020,6
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,16558,0,0,0,0,0,0,2020,8
BARRANQUILLA,PORTMAGDALENA S.A.,PUBLICO,GRANEL LIQUIDO,55231,11892,0,0,3060,0,0,0,2023,5
CIENAGA,SOCIEDAD PORTUARIA PUERTO NUEVO S.A.,PUBLICO,CARBON AL GRANEL,1176637,0,0,0,0,0,0,0,2018,6
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,5994,0,0,0,2918,0,0,2023,2
BARRANCABERMEJA,ECOPETROL S.A.,PRIVADO,GRANEL LIQUIDO,0,0,0,0,76626,0,0,0,2018,7
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CARBON AL GRANEL,171809,0,0,0,0,0,0,0,2023,12
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,PUBLICO,GENERAL,0,1327,0,0,0,12078,0,0,2021,12
CARTAGENA,ATUNAMAR LIMITADA,PRIVADO,GENERAL,0,0,0,0,0,901,0,0,2019,5
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,CONTENEDORES,63244,96517,304652,0,0,0,0,0,2019,1
BUENAVENTURA,SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.,PUBLICO,CONTENEDORES,69153,113314,17817,0,0,0,0,0,2020,7
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,45799,0,0,0,0,0,0,2020,3
SANTA MARTA,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,0,201999,0,0,0,110650,0,0,2021,5
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,30798,0,0,0,0,0,0,2018,11
CARTAGENA,OILTANKING COLOMBIA SA,PUBLICO,GRANEL LIQUIDO,0,14479,0,0,0,0,0,0,2019,9
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,CONTENEDORES,0,0,0,0,0,3774,0,0,2018,7
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,171,32652,0,0,0,0,0,0,2018,2
TURBO,UNIBAN LOGISTICA S.A,PUBLICO,CONTENEDORES,32604,3777,0,0,0,3201,0,0,2023,4
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,CONTENEDORES,52271,60380,150,524,0,647,0,518,2022,2
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,6277,0,0,0,0,0,0,2024,2
BUENAVENTURA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,84377,0,0,0,0,0,0,2018,3
CARTAGENA,OILTANKING COLOMBIA SA,PUBLICO,GRANEL LIQUIDO,0,6807,0,0,0,0,0,0,2022,1
GUAJIRA,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,PUBLICO,GENERAL,0,3494,0,0,0,0,0,0,2018,4
BARRANQUILLA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,6616,9090,0,0,0,0,0,0,2021,2
Z.P. RIO MAGDALENA,SOCIEDAD PORTUARIA LA GLORIA DE COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,57575,0,0,0,2023,2
BARRANQUILLA,PORTMAGDALENA S.A.,PUBLICO,GRANEL LIQUIDO,21991,15769,0,0,12395,8935,0,0,2021,6
CIENAGA,AMERICAN PORT COMPANY INC,PRIVADO,CARBON AL GRANEL,2976979,0,0,0,0,0,0,0,2021,2
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,119041,0,0,0,0,0,0,2024,3
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL LIQUIDO,0,7544,0,0,0,0,0,0,2020,8
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,CONTENEDORES,0,288,91,0,0,0,0,0,2022,11
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CONTENEDORES,13902,22833,387,0,0,25092,0,0,2021,3
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CONTENEDORES,48298,24755,843,0,0,493,0,0,2018,11
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,CARBON AL GRANEL,29763,0,0,0,0,0,0,0,2022,5
TURBO,PROMOTORA BANANERA S.A,PUBLICO,CONTENEDORES,8066,0,0,0,0,336,0,0,2018,4
G. MORROSQUILLO,OLEODUCTO CENTRAL S.A.,PUBLICO,GRANEL LIQUIDO,1247132,0,0,0,0,0,0,0,2022,3
CARTAGENA,ECOPETROL S.A.,PRIVADO,GRANEL LIQUIDO,342187,67157,0,0,0,71449,0,0,2019,9
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,CONTENEDORES,171810,244663,1432272,0,0,63640,0,0,2020,10
CARTAGENA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,0,9560,0,0,0,0,0,0,2018,3
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,171517,0,0,0,0,0,0,2019,12
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CARBON AL GRANEL,100137,0,0,0,0,0,0,0,2024,7
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,GENERAL,0,34,95,0,0,0,0,0,2021,9
CIENAGA,AMERICAN PORT COMPANY INC,PRIVADO,CARBON AL GRANEL,2300749,0,0,0,0,0,0,0,2024,2
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GRANEL LIQUIDO,65986,36353,0,0,0,0,0,0,2019,5
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,PUBLICO,GRANEL LIQUIDO,21355,2555,0,0,0,0,0,0,2022,6
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,CONTENEDORES,0,0,40,0,0,0,0,0,2023,8
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,86951,54066,0,0,0,0,0,0,2020,12
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GENERAL,2580,0,0,0,0,1764,0,0,2019,4
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,PUBLICO,GENERAL,0,0,0,0,0,102,0,0,2023,4
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CARBON AL GRANEL,32583,0,0,0,0,0,0,0,2018,2
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,40110,0,0,0,0,0,0,2021,12
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GENERAL,808,51935,69,0,0,0,0,0,2020,9
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,CONTENEDORES,96058,164029,297493,0,0,4858,0,0,2022,4
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,CONTENEDORES,0,0,280,0,0,0,0,0,2019,5
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,CONTENEDORES,135117,272573,658909,0,0,0,0,0,2018,5
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CONTENEDORES,88206,584839,2049,0,0,0,0,0,2019,7
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL LIQUIDO,11650,0,0,0,0,0,0,0,2020,7
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,4892,0,0,2021,2
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,CONTENEDORES,0,3904,0,0,0,7548,0,0,2019,7
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,9059,352247,0,0,0,0,0,0,2022,12
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,267977,0,0,0,0,0,0,2019,4
TURBO,PORTUARIA PUNTA DE VACA S.A.,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,707,0,0,2019,10
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL LIQUIDO,1992,6314,0,0,0,0,0,0,2018,10
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GENERAL,0,0,0,0,0,564,0,0,2023,5
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,331982,0,0,0,0,0,0,2022,1
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GENERAL,873,15583,0,0,0,0,0,0,2018,3
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,94322,0,0,0,2020,10
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,CONTENEDORES,332,1165,0,0,0,7075,0,0,2023,8
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GENERAL,7,40196,6,0,0,0,0,0,2022,1
CARTAGENA,OILTANKING COLOMBIA SA,PUBLICO,GRANEL LIQUIDO,0,9766,0,0,0,0,0,0,2021,4
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,CONTENEDORES,72143,124511,381813,0,0,10557,0,0,2024,6
BARRANCABERMEJA,ECOPETROL S.A.,PRIVADO,GRANEL LIQUIDO,0,0,0,0,132403,0,0,0,2021,5
CARTAGENA,ALGRANEL S.A.,PUBLICO,GRANEL LIQUIDO,0,3461,0,0,0,0,0,0,2024,2
BARRANQUILLA,PORTMAGDALENA S.A.,PUBLICO,GRANEL LIQUIDO,6982,6140,0,0,0,2243,0,0,2021,5
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CARBON AL GRANEL,39062,0,0,0,0,0,0,0,2020,5
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,28000,0,0,0,0,0,0,2023,3
CARTAGENA,PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.,PUBLICO,GRANEL LIQUIDO,0,4359,0,0,0,0,0,0,2020,6
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CARBON AL GRANEL,46836,0,0,0,0,0,0,0,2018,5
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,PUBLICO,CONTENEDORES,0,0,0,0,1362,0,0,0,2021,9
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL LIQUIDO,5989,0,0,0,0,41747,0,0,2020,3
