ZONA PORTUARIA               ,SOCIEDAD PORTUARIA,TIPO DE SERVICIO,TIPO DE CARGA,EXPORTACION,IMPORTACIÓN,TRANSBORDO,TRANSITO INTERNACIONAL,FLUVIAL,CABOTAJE,MOVILIZACIONES A BORDO,TRANSITORIA,AÑO VIGENCIA,MES VIGENCIA
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,4951,0,0,0,0,0,0,2018,6
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,6979,45304,0,0,0,0,0,0,2022,9
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,CARBON AL GRANEL,39581,0,0,0,0,0,0,0,2020,7
BUENAVENTURA,GRUPO PORTUARIO S.A,PUBLICO,CARBON AL GRANEL,52800,0,0,0,0,0,0,0,2024,4
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,GENERAL,128,61,435,0,0,0,0,0,2024,5
BUENAVENTURA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,52285,0,0,0,0,0,0,2023,2
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL LIQUIDO,799,0,0,0,0,0,0,0,2024,8
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,GENERAL,12,39,0,0,0,0,0,0,2023,5
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GENERAL,0,73902,0,0,18273,0,0,0,2020,1
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,29222,0,0,0,0,0,0,2021,9
G. MORROSQUILLO,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,658906,0,0,0,0,0,0,0,2022,1
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,PUBLICO,GENERAL,0,77233,0,0,0,0,0,0,2024,7
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,82394,0,0,0,0,0,0,0,2019,2
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,CONTENEDORES,49103,67163,0,241,0,751,0,391,2021,6
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,CONTENEDORES,0,28,0,0,0,0,0,0,2018,6
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,PUBLICO,GENERAL,1965,0,0,0,0,10402,0,0,2023,5
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,45524,0,0,0,0,0,0,2021,8
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GRANEL LIQUIDO,0,70905,0,0,0,0,0,0,2018,9
BARRANCABERMEJA,ECOPETROL S.A.,PRIVADO,GRANEL LIQUIDO,0,0,0,0,75169,0,0,0,2018,8
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,PUBLICO,GENERAL,0,245,0,0,0,0,0,0,2018,3
SANTA MARTA,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,0,332444,0,0,0,142329,0,0,2022,8
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,PUBLICO,GRANEL LIQUIDO,15002,7847,0,0,0,0,0,0,2019,6
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GENERAL,0,0,0,0,0,379,0,0,2020,8
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,5500,56000,0,0,0,0,0,0,2021,3
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,38870,0,0,0,0,0,0,2018,11
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,GENERAL,0,1944,0,0,0,0,0,0,2023,1
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,CONTENEDORES,619,2967,0,0,0,7698,0,0,2019,11
BUENAVENTURA,GRUPO PORTUARIO S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,55158,0,0,0,0,0,0,2022,8
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,0,0,0,2020,6
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,31349,0,0,0,0,0,0,2018,3
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,CONTENEDORES,0,0,32,0,0,1596,0,0,2018,9
CARTAGENA,PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.,PUBLICO,GRANEL LIQUIDO,0,6023,0,0,0,0,0,0,2023,3
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,GENERAL,28,65,0,0,0,0,0,0,2024,6
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,CONTENEDORES,0,379,280,0,0,48,0,0,2020,7
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,5500,27843,0,0,0,0,0,0,2019,8
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,CONTENEDORES,50508,55365,120,165,0,18,0,566,2023,8
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CONTENEDORES,83651,18864,4946,0,0,0,0,0,2022,4
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,GRANEL LIQUIDO,262981,31335,0,0,0,0,0,0,2021,6
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,103813,0,0,0,0,0,0,2021,11
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,0,17727,0,0,0,0,0,0,2019,1
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,28602,0,0,0,0,0,0,2022,8
BARRANQUILLA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,12251,0,0,0,0,0,0,0,2024,4
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,130796,0,0,0,0,0,0,0,2023,5
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,CONTENEDORES,112310,165597,30017,0,0,0,0,0,2020,1
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,CONTENEDORES,100609,89124,24973,0,0,0,0,0,2023,9
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,CONTENEDORES,88768,132227,387006,0,0,0,0,0,2019,10
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,0,0,0,0,5546,0,0,2018,9
TURBO,UNIBAN LOGISTICA S.A,PUBLICO,GENERAL,15989,0,0,0,0,0,0,0,2024,3
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,CONTENEDORES,136772,216510,1270050,0,0,70353,0,0,2020,1
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,15146,0,0,0,0,0,0,2022,2
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,GRANEL LIQUIDO,214733,0,0,0,0,0,0,0,2021,4
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,PUBLICO,CARBON AL GRANEL,0,28021,0,0,0,0,0,0,2021,10
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,PUBLICO,GENERAL,0,0,0,0,0,4538,0,0,2023,3
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,GENERAL,7902,9774,453,0,0,0,0,0,2023,11
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,GRANEL LIQUIDO,240584,33253,0,0,0,0,0,0,2022,10
BUENAVENTURA,GRUPO PORTUARIO S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,47566,0,0,0,0,0,0,2022,7
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,GENERAL,0,0,0,0,0,3862,0,0,2024,2
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CONTENEDORES,18646,21370,11733,19841,0,0,0,0,2019,6
G. MORROSQUILLO,OLEODUCTO CENTRAL S.A.,PUBLICO,GRANEL LIQUIDO,1019652,0,0,0,0,0,0,0,2022,8
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,CONTENEDORES,121311,261781,0,0,0,17752,0,0,2024,8
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,CONTENEDORES,541,2435,0,8,0,6015,0,0,2019,6
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,137225,89277,0,0,0,0,0,0,2024,5
BUENAVENTURA,GRUPO PORTUARIO S.A,PUBLICO,CARBON AL GRANEL,83896,0,0,0,0,0,0,0,2023,6
CARTAGENA,OILTANKING COLOMBIA SA,PUBLICO,GRANEL LIQUIDO,0,17696,0,0,0,0,0,0,2018,10
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,28000,0,0,0,0,0,0,2023,6
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,CONTENEDORES,45305,67121,2575,1750,0,0,0,380,2022,9
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,PUBLICO,GRANEL LIQUIDO,6007,0,0,0,0,0,0,0,2018,8
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL LIQUIDO,0,4001,0,0,0,0,0,0,2022,5
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,0,0,0,2020,5
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,CONTENEDORES,349,1100,0,0,0,4023,0,0,2020,6
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,GENERAL,0,0,0,0,0,3398,0,0,2020,11
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CONTENEDORES,78641,17153,889,0,0,5372,0,0,2022,3
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,PUBLICO,GRANEL LIQUIDO,3692,0,0,0,0,0,0,0,2021,1
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,7167,0,0,2018,8
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,19395,0,0,0,0,0,0,2020,11
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GENERAL,9354,6249,0,0,0,431,0,0,2022,12
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,0,0,0,0,2386,0,0,2019,6
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,109,0,0,0,2019,12
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CONTENEDORES,14600,12044,5196,26180,0,0,0,0,2020,11
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,GRANEL LIQUIDO,0,3145,0,0,0,0,0,0,2024,3
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,13033,0,0,0,0,0,0,2018,4
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,28000,0,0,0,0,0,0,2024,6
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,61584,0,0,0,0,0,0,2024,4
CARTAGENA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,0,7957,0,0,0,0,0,0,2019,1
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GRANEL LIQUIDO,0,34914,0,0,0,0,0,0,2020,2
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,GENERAL,2,157,1,0,0,0,0,0,2019,9
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CONTENEDORES,21739,16988,0,46,0,0,0,0,2023,8
CARTAGENA,ATUNAMAR LIMITADA,PRIVADO,GENERAL,0,0,0,0,0,4536,0,0,2023,11
G. MORROSQUILLO,OLEODUCTO CENTRAL S.A.,PUBLICO,GRANEL LIQUIDO,1177113,0,0,0,0,0,0,0,2023,8
TURBO,UNIBAN LOGISTICA S.A,PUBLICO,CONTENEDORES,39838,3739,0,0,0,4828,0,0,2023,12
CARTAGENA,SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.,PUBLICO,GRANEL LIQUIDO,0,50448,0,0,0,0,0,0,2020,3
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,3675,0,0,2019,7
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,0,21860,0,0,0,0,0,0,2023,4
CARTAGENA,ALGRANEL S.A.,PUBLICO,GRANEL LIQUIDO,4096,6806,0,0,0,0,0,0,2018,12
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,107649,0,0,0,2024,5
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GRANEL LIQUIDO,0,31721,0,0,0,0,0,0,2023,10
CARTAGENA,ATUNAMAR LIMITADA,PRIVADO,GENERAL,0,0,0,0,0,4325,0,0,2022,9
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,0,0,0,2020,10
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CARBON AL GRANEL,91547,0,0,0,0,0,0,0,2020,9
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,57075,0,0,0,0,0,0,0,2019,5
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,102558,0,0,0,0,0,0,2019,4
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL LIQUIDO,1501,0,0,0,0,0,0,0,2018,9
CARTAGENA,OILTANKING COLOMBIA SA,PUBLICO,GRANEL LIQUIDO,0,16060,0,0,0,0,0,0,2018,2
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,11550,302302,0,0,0,0,0,0,2023,12
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,CONTENEDORES,0,90,61,0,0,0,0,0,2024,9
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,6601,0,0,0,0,0,0,2018,10
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CARBON AL GRANEL,204569,0,0,0,0,0,0,0,2023,1
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,10450,0,0,0,0,0,0,2024,5
CARTAGENA,COREMAR SHOREBASE SA,PUBLICO,GRANEL LIQUIDO,0,0,0,0,26,0,0,0,2021,2
TURBO,PORTUARIA PUNTA DE VACA S.A.,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,1538,0,0,2021,3
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,7150,0,0,0,0,0,0,2018,12
CARTAGENA,SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.,PUBLICO,GRANEL LIQUIDO,0,39356,0,0,0,0,0,0,2020,6
G. MORROSQUILLO,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,784455,0,0,0,0,0,0,0,2019,5
CARTAGENA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,0,4193,0,0,0,0,0,0,2023,9
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,126,0,0,0,2018,5
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,GRANEL LIQUIDO,215282,110609,0,0,0,0,0,0,2023,5
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,GENERAL,0,34,1,0,0,0,0,0,2019,12
BARRANQUILLA,SOCIEDAD PORTUARIA MICHELLMAR S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,307,0,0,0,2024,9
BUENAVENTURA,SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.,PUBLICO,CONTENEDORES,59166,150868,18902,0,0,0,0,0,2022,9
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,77011,77207,0,0,0,0,0,0,2023,2
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CARBON AL GRANEL,245440,0,0,0,0,0,0,0,2019,8
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,75966,0,0,0,0,0,0,2022,5
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,43623,0,0,0,0,0,0,2021,4
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,CONTENEDORES,86905,274214,0,0,0,13421,0,0,2023,6
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,CONTENEDORES,0,786,0,0,0,0,0,0,2022,6
BUENAVENTURA,SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.,PUBLICO,CONTENEDORES,68782,100573,19216,0,0,0,0,0,2019,11
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,86388,44000,0,0,0,0,0,0,2024,2
TUMACO,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,71550,0,0,0,0,0,0,0,2023,3
CARTAGENA,ALGRANEL S.A.,PUBLICO,GRANEL LIQUIDO,0,3665,0,0,0,0,0,0,2019,9
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,12215,0,0,0,0,0,0,2023,7
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GENERAL,4,22952,0,0,0,0,0,0,2023,6
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL LIQUIDO,1575,0,0,0,0,0,0,0,2019,3
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,PUBLICO,GRANEL LIQUIDO,8292,0,0,0,0,0,0,0,2021,7
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,2339,5318,0,0,0,0,0,94,2021,3
TUMACO,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,50413,0,0,0,0,0,0,0,2018,9
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL LIQUIDO,0,5501,0,0,0,0,0,0,2020,6
CARTAGENA,OILTANKING COLOMBIA SA,PUBLICO,GRANEL LIQUIDO,0,21945,0,0,0,0,0,0,2023,9
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,352899,0,0,0,0,0,0,2021,4
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL LIQUIDO,0,12557,0,0,0,10185,0,0,2019,2
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,148054,0,0,0,2022,8
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,PUBLICO,GRANEL LIQUIDO,0,2831,0,0,0,0,0,0,2021,10
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,3401,5046,0,0,0,0,0,0,2018,7
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CARBON AL GRANEL,73151,0,0,0,0,0,0,0,2020,2
CARTAGENA,COREMAR SHOREBASE SA,PUBLICO,GENERAL,0,2092,0,0,0,0,0,0,2021,3
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,CONTENEDORES,195911,204805,1183704,0,0,76307,0,0,2022,12
SANTA MARTA,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,0,383015,0,0,0,138161,0,0,2023,10
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GENERAL,12500,0,0,0,0,381,0,0,2023,10
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,0,25493,1184,0,0,0,0,0,2023,4
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CARBON AL GRANEL,33990,0,0,0,0,0,0,0,2021,2
BARRANQUILLA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,5996,0,0,0,0,0,0,0,2023,3
CARTAGENA,SOCIEDAD PORTUARIA TERMINAL DE IFOS S.A.,PUBLICO,GRANEL LIQUIDO,16852,0,0,0,0,0,0,0,2018,3
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,GENERAL,0,92,0,0,0,5881,0,0,2019,8
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,PUBLICO,GRANEL LIQUIDO,12548,1572,0,0,0,0,0,0,2021,12
TUMACO,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,50573,0,0,0,0,0,0,0,2018,7
TURBO,UNIBAN LOGISTICA S.A,PUBLICO,GENERAL,19256,0,0,0,0,0,0,0,2024,1
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CONTENEDORES,68671,14345,26,0,0,3108,0,0,2024,1
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,87109,0,0,0,0,0,0,2021,2
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CARBON AL GRANEL,123082,0,0,0,0,0,0,0,2022,6
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,PUBLICO,GRANEL LIQUIDO,0,3089,0,0,0,0,0,0,2021,9
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,157982,0,0,0,0,0,0,2018,1
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,28000,0,0,0,0,0,0,2022,12
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,CONTENEDORES,11094,55369,0,0,0,0,0,0,2018,2
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,5578,0,0,0,0,0,0,2021,12
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,PUBLICO,GENERAL,0,378,0,0,0,33837,0,0,2020,4
G. MORROSQUILLO,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,582795,0,0,0,0,0,0,0,2024,2
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,GENERAL,0,41113,0,0,0,624,0,0,2023,1
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,CONTENEDORES,0,0,0,0,0,1917,0,0,2018,2
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CARBON AL GRANEL,55000,0,0,0,0,0,0,0,2023,4
CARTAGENA,SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.,PUBLICO,GRANEL LIQUIDO,0,69260,0,0,0,0,0,0,2023,8
TURBO,PORTUARIA PUNTA DE VACA S.A.,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,773,0,0,2018,3
G. MORROSQUILLO,OLEODUCTO CENTRAL S.A.,PUBLICO,GRANEL LIQUIDO,952818,0,0,0,0,0,0,0,2024,7
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CARBON AL GRANEL,1785818,0,0,0,0,0,0,0,2023,11
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,GENERAL,0,102,0,0,0,5254,0,0,2021,12
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,97,0,0,0,2019,6
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,2874,0,0,0,0,0,0,2023,7
